# BUSCO version is: 5.8.2 
# The lineage dataset is: enterococcaceae_odb12 (Creation date: 2025-05-14, number of genomes: 19, number of BUSCOs: 714)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
7733at81852	Complete	tig00000001	1475563	1474877	-	467.8	228
7785at81852	Complete	tig00000001	833142	832180	-	510.3	315
7807at81852	Complete	tig00000001	1930936	1931784	+	445.3	278
7842at81852	Complete	tig00000001	1473037	1473855	+	513.9	269
7856at81852	Complete	tig00000001	499098	498265	-	449.0	264
8193at81852	Complete	tig00000001	2046816	2047643	+	516.6	270
8319at81852	Fragmented	tig00000001	6506	7078	+	380.4	190
8577at81852	Complete	tig00000001	865381	864839	-	328.6	179
8817at81852	Complete	tig00000001	1350244	1350930	+	197.5	220
8931at81852	Complete	tig00000001	681033	680353	-	369.8	221
9080at81852	Complete	tig00000001	656906	656139	-	419.8	252
9100at81852	Complete	tig00000001	1477132	1476449	-	397.0	223
9243at81852	Complete	tig00000001	2156259	2155612	-	361.6	213
9623at81852	Complete	tig00000001	2532954	2533847	+	508.3	294
9626at81852	Complete	tig00000001	858376	857768	-	406.0	202
9919at81852	Complete	tig00000001	466067	465390	-	382.3	212
10082at81852	Complete	tig00000001	646043	646681	+	366.0	209
10162at81852	Complete	tig00000001	1196924	1195350	-	515.1	386
10394at81852	Complete	tig00000001	2306765	2307325	+	310.0	181
10425at81852	Complete	tig00000001	92955	93497	+	233.5	175
10444at81852	Complete	tig00000001	1488211	1488750	+	390.2	179
11095at81852	Complete	tig00000001	435639	435100	-	322.2	176
11126at81852	Complete	tig00000001	163609	163088	-	243.3	170
11129at81852	Complete	tig00000001	1005576	1005073	-	332.4	167
11163at81852	Complete	tig00000001	466772	466074	-	284.0	224
11308at81852	Complete	tig00000001	1490494	1490994	+	341.4	164
12247at81852	Complete	tig00000001	1466346	1466744	+	243.4	128
12767at81852	Complete	tig00000001	242020	243393	+	466.9	445
13299at81852	Complete	tig00000001	1039540	1039094	-	246.7	147
13490at81852	Complete	tig00000001	1511616	1511978	+	233.0	120
13534at81852	Complete	tig00000001	1909795	1910139	+	192.7	113
13735at81852	Complete	tig00000001	527678	527334	-	194.0	108
13742at81852	Complete	tig00000001	547189	546743	-	190.7	139
14302at81852	Complete	tig00000001	1494645	1495034	+	276.5	127
14325at81852	Complete	tig00000001	191998	192303	+	172.2	100
15052at81852	Complete	tig00000001	1487875	1488183	+	152.5	72
15301at81852	Complete	tig00000001	1493867	1494085	+	171.5	72
15393at81852	Complete	tig00000001	543951	543334	-	226.3	202
15547at81852	Complete	tig00000001	1517037	1517279	+	139.3	78
15646at81852	Complete	tig00000001	2422795	2423100	+	176.6	99
15803at81852	Complete	tig00000001	522854	522666	-	84.2	59
15847at81852	Complete	tig00000001	1511346	1511158	-	144.6	62
16163at81852	Complete	tig00000001	1488769	1488954	+	152.9	61
16176at81852	Complete	tig00000001	638057	637296	-	495.4	255
16182at81852	Complete	tig00000001	670939	670484	-	288.2	149
16202at81852	Complete	tig00000001	1494118	1494234	+	91.4	37
16208at81852	Complete	tig00000001	2075624	2075887	+	197.8	86
16239at81852	Complete	tig00000001	665698	664751	-	577.2	315
16281at81852	Complete	tig00000001	2267928	2268524	+	400.5	189
16282at81852	Complete	tig00000001	1212183	1211965	-	154.0	72
16291at81852	Complete	tig00000001	1485188	1485466	+	202.8	92
16304at81852	Complete	tig00000001	2621916	2622419	+	307.4	162
16315at81852	Complete	tig00000001	993219	993067	-	106.9	49
16346at81852	Complete	tig00000001	1347520	1347077	-	312.7	147
16368at81852	Complete	tig00000001	2098219	2096030	-	1537.0	718
16375at81852	Complete	tig00000001	601169	600609	-	240.1	171
16403at81852	Complete	tig00000001	1493029	1493676	+	429.5	215
16463at81852	Complete	tig00000001	1391980	1390730	-	880.7	411
16466at81852	Complete	tig00000001	2422076	2422342	+	177.2	88
16470at81852	Complete	tig00000001	612459	611311	-	758.4	381
16490at81852	Complete	tig00000001	1214119	1214892	+	366.1	247
16520at81852	Complete	tig00000001	458184	457018	-	786.1	385
16545at81852	Complete	tig00000001	957588	956779	-	515.6	266
16567at81852	Complete	tig00000001	2486908	2485541	-	875.6	449
16610at81852	Complete	tig00000001	2635387	2636685	+	882.9	432
16621at81852	Complete	tig00000001	660209	659982	-	121.6	72
16633at81852	Complete	tig00000001	2496943	2497698	+	523.3	251
16637at81852	Complete	tig00000001	1485850	1486506	+	474.7	217
16651at81852	Complete	tig00000001	1028813	1028190	-	364.3	202
16665at81852	Complete	tig00000001	1149502	1147088	-	1717.7	804
16677at81852	Complete	tig00000001	1486509	1486943	+	308.9	140
16693at81852	Complete	tig00000001	2532284	2532970	+	480.2	228
16696at81852	Complete	tig00000001	822768	822118	-	357.3	200
16720at81852	Complete	tig00000001	1429335	1429634	+	189.1	97
16743at81852	Complete	tig00000001	1484312	1485145	+	601.1	275
16778at81852	Complete	tig00000001	1034927	1033158	-	1167.9	587
16780at81852	Complete	tig00000001	1489420	1489956	+	353.0	178
16796at81852	Complete	tig00000001	1477948	1478418	+	342.6	156
16832at81852	Complete	tig00000001	1558094	1558891	+	536.4	264
16850at81852	Complete	tig00000001	2686286	2686561	+	191.0	90
16867at81852	Complete	tig00000001	433790	432864	-	621.2	306
16872at81852	Complete	tig00000001	824214	823105	-	740.7	369
16875at81852	Complete	tig00000001	647688	646813	-	471.2	290
16886at81852	Complete	tig00000001	2271826	2273070	+	830.0	410
16889at81852	Complete	tig00000001	2093938	2095059	+	687.3	367
16921at81852	Complete	tig00000001	1221119	1220439	-	457.0	226
16922at81852	Complete	tig00000001	479249	478737	-	350.6	170
16923at81852	Complete	tig00000001	1247684	1247157	-	295.1	163
16949at81852	Complete	tig00000001	2067073	2067465	+	213.1	122
16977at81852	Complete	tig00000001	1440146	1438524	-	1152.7	539
17004at81852	Complete	tig00000001	105534	106316	+	556.7	255
17008at81852	Complete	tig00000001	1065251	1064307	-	590.3	312
17020at81852	Complete	tig00000001	1240639	1240244	-	241.8	130
17022at81852	Complete	tig00000001	1488990	1489388	+	279.7	132
17035at81852	Complete	tig00000001	1891753	1892427	+	338.2	222
17046at81852	Complete	tig00000001	2157693	2158706	+	552.6	331
17055at81852	Complete	tig00000001	663356	662514	-	484.5	278
17059at81852	Complete	tig00000001	993381	994025	+	378.4	210
17061at81852	Complete	tig00000001	980451	979750	-	432.3	233
17069at81852	Complete	tig00000001	1210266	1209652	-	413.3	204
17071at81852	Complete	tig00000001	1482364	1482672	+	224.0	102
17085at81852	Complete	tig00000001	120132	120425	+	184.4	97
17089at81852	Complete	tig00000001	2117656	2117949	+	197.2	94
17093at81852	Complete	tig00000001	2689318	2689665	+	243.0	115
17097at81852	Complete	tig00000001	2497814	2499112	+	909.3	429
17157at81852	Complete	tig00000001	562650	561673	-	688.6	325
17167at81852	Complete	tig00000001	693249	692362	-	544.4	295
17173at81852	Complete	tig00000001	2527645	2528196	+	364.7	184
17191at81852	Complete	tig00000001	1805114	1805815	+	440.7	233
17213at81852	Complete	tig00000001	1244363	1242903	-	999.0	485
17223at81852	Complete	tig00000001	1238087	1237842	-	155.2	79
17241at81852	Complete	tig00000001	1347061	1346669	-	276.2	130
17244at81852	Complete	tig00000001	1219475	1218657	-	542.4	270
17261at81852	Complete	tig00000001	1499406	1500152	+	449.3	245
17265at81852	Complete	tig00000001	2370553	2371290	+	386.4	240
17270at81852	Complete	tig00000001	2586114	2586575	+	273.5	151
17278at81852	Complete	tig00000001	2487885	2488322	+	203.9	143
17300at81852	Complete	tig00000001	794274	793312	-	673.5	320
17307at81852	Complete	tig00000001	1555117	1554506	-	432.1	201
17347at81852	Complete	tig00000001	1164222	1163029	-	803.6	393
17348at81852	Complete	tig00000001	818918	818199	-	480.4	238
17357at81852	Complete	tig00000001	2682408	2682746	+	194.3	112
17358at81852	Complete	tig00000001	93965	94981	+	662.8	333
17365at81852	Complete	tig00000001	78009	78158	+	121.7	49
17372at81852	Complete	tig00000001	664731	664204	-	259.5	159
17376at81852	Complete	tig00000001	100573	102264	+	1099.6	563
17380at81852	Complete	tig00000001	1583258	1582695	-	353.1	187
17381at81852	Complete	tig00000001	2523154	2523861	+	448.3	235
17382at81852	Complete	tig00000001	840388	838661	-	1188.0	573
17386at81852	Complete	tig00000001	1396099	1395632	-	233.2	149
17397at81852	Complete	tig00000001	2513369	2514925	+	1072.6	506
17415at81852	Complete	tig00000001	193772	195202	+	1020.2	475
17426at81852	Complete	tig00000001	2300618	2299797	-	505.8	266
17449at81852	Complete	tig00000001	1247094	1245724	-	927.7	456
17457at81852	Complete	tig00000001	1062277	1062711	+	262.8	140
17489at81852	Complete	tig00000001	147967	150783	+	1962.7	938
17500at81852	Complete	tig00000001	2155597	2154071	-	948.3	499
17515at81852	Complete	tig00000001	17756	19102	+	935.8	448
17521at81852	Complete	tig00000001	2553552	2554553	+	663.9	331
17540at81852	Complete	tig00000001	826565	825696	-	553.8	285
17576at81852	Complete	tig00000001	75245	77140	+	944.4	599
17581at81852	Complete	tig00000001	1583509	1583778	+	190.4	89
17604at81852	Complete	tig00000001	1175551	1174055	-	1016.0	495
17682at81852	Complete	tig00000001	1491232	1491672	+	297.5	146
17689at81852	Complete	tig00000001	650541	649993	-	370.2	180
17699at81852	Complete	tig00000001	2464638	2465537	+	578.5	298
17704at81852	Complete	tig00000001	113936	118294	+	2817.0	1439
17725at81852	Complete	tig00000001	425540	424824	-	395.7	231
17727at81852	Complete	tig00000001	2071928	2072797	+	579.3	288
17737at81852	Complete	tig00000001	1462050	1461127	-	572.9	306
17750at81852	Complete	tig00000001	2024882	2025862	+	644.6	326
17765at81852	Complete	tig00000001	1059994	1059212	-	447.3	258
17767at81852	Complete	tig00000001	1487146	1487412	+	183.6	88
17789at81852	Complete	tig00000001	864811	864518	-	150.0	96
17796at81852	Complete	tig00000001	1421953	1423083	+	673.0	370
17798at81852	Complete	tig00000001	2118356	2121190	+	1402.1	896
17823at81852	Complete	tig00000001	2484093	2483722	-	247.5	122
17828at81852	Complete	tig00000001	953623	953339	-	157.0	93
17832at81852	Complete	tig00000001	643259	640809	-	1550.4	807
17842at81852	Complete	tig00000001	496281	495781	-	231.3	160
17848at81852	Complete	tig00000001	546759	546421	-	169.3	112
17871at81852	Complete	tig00000001	2686573	2686824	+	149.4	82
17898at81852	Complete	tig00000001	1490117	1490473	+	240.3	118
17926at81852	Complete	tig00000001	1041764	1039551	-	1477.1	736
17938at81852	Complete	tig00000001	2520127	2520423	+	167.3	88
17952at81852	Complete	tig00000001	2688421	2689182	+	489.4	244
17963at81852	Complete	tig00000001	640532	638301	-	1464.4	748
17971at81852	Complete	tig00000001	2576281	2578008	+	1055.8	572
17999at81852	Complete	tig00000001	1408323	1406839	-	1062.2	493
18005at81852	Complete	tig00000001	2136327	2136758	+	281.4	143
18015at81852	Complete	tig00000001	1062139	1061402	-	459.3	243
18027at81852	Complete	tig00000001	892117	891311	-	350.2	268
18031at81852	Complete	tig00000001	2024049	2024729	+	426.6	224
18032at81852	Complete	tig00000001	239381	240217	+	465.2	275
18047at81852	Complete	tig00000001	1010552	1009755	-	465.6	263
18070at81852	Complete	tig00000001	178175	179425	+	832.8	412
18071at81852	Complete	tig00000001	1473872	1474579	+	458.9	233
18078at81852	Complete	tig00000001	1494252	1494617	+	239.4	116
18103at81852	Complete	tig00000001	1011234	1010530	-	410.9	212
18111at81852	Complete	tig00000001	824738	824211	-	299.3	174
18114at81852	Complete	tig00000001	1496080	1496460	+	259.5	126
18120at81852	Complete	tig00000001	1652837	1653361	+	355.8	172
18147at81852	Complete	tig00000001	1491009	1491188	+	135.6	59
18168at81852	Complete	tig00000001	684235	684456	+	105.9	66
18169at81852	Complete	tig00000001	866275	865643	-	411.5	208
18186at81852	Complete	tig00000001	566888	565911	-	701.4	324
18196at81852	Complete	tig00000001	1653433	1653633	+	140.7	66
18212at81852	Complete	tig00000001	1231295	1230054	-	664.8	411
18248at81852	Complete	tig00000001	1189431	1190405	+	658.4	317
18276at81852	Complete	tig00000001	1189078	1188518	-	325.1	186
18284at81852	Complete	tig00000001	868077	867346	-	373.9	243
18347at81852	Complete	tig00000001	790331	789762	-	277.1	185
18360at81852	Complete	tig00000001	2388944	2387265	-	1184.4	558
18372at81852	Complete	tig00000001	2586559	2586954	+	202.1	130
18377at81852	Complete	tig00000001	1899028	1899720	+	401.3	229
18384at81852	Complete	tig00000001	154062	155060	+	640.7	326
18395at81852	Complete	tig00000001	1044985	1046271	+	837.5	423
18408at81852	Complete	tig00000001	1485489	1485836	+	238.1	114
18416at81852	Complete	tig00000001	436785	435874	-	564.4	299
18426at81852	Complete	tig00000001	257577	259412	+	1329.8	611
18454at81852	Complete	tig00000001	906135	907367	+	789.2	409
18472at81852	Complete	tig00000001	2352413	2353177	+	456.1	252
18475at81852	Complete	tig00000001	2149452	2150234	+	442.1	255
18477at81852	Complete	tig00000001	2089088	2089684	+	416.1	198
18478at81852	Complete	tig00000001	1670148	1670627	+	274.4	146
18481at81852	Complete	tig00000001	1016132	1014324	-	1157.5	601
18483at81852	Complete	tig00000001	1051599	1050415	-	750.3	392
18503at81852	Complete	tig00000001	2462715	2464493	+	1159.8	590
18523at81852	Complete	tig00000001	107432	108154	+	505.4	238
18543at81852	Complete	tig00000001	1468104	1469666	+	1013.3	513
18555at81852	Complete	tig00000001	2070026	2071636	+	1128.0	534
18576at81852	Complete	tig00000001	2368174	2369502	+	800.7	442
18580at81852	Complete	tig00000001	179508	180095	+	396.6	193
18586at81852	Complete	tig00000001	106415	107296	+	568.1	292
18609at81852	Complete	tig00000001	187605	189839	+	1392.5	736
18611at81852	Complete	tig00000001	1028942	1029676	+	431.2	244
18632at81852	Complete	tig00000001	2248870	2249820	+	600.7	315
18664at81852	Complete	tig00000001	2261866	2260514	-	891.8	447
18671at81852	Complete	tig00000001	1023724	1020530	-	1620.2	1051
18697at81852	Complete	tig00000001	1348506	1348039	-	284.1	153
18702at81852	Complete	tig00000001	2627561	2626254	-	610.7	415
18717at81852	Complete	tig00000001	232373	232855	+	217.0	144
18725at81852	Complete	tig00000001	840654	840388	-	187.5	87
18740at81852	Complete	tig00000001	2682767	2684185	+	970.8	471
18745at81852	Complete	tig00000001	2095715	2095113	-	386.6	197
18788at81852	Complete	tig00000001	120422	120733	+	154.0	98
18818at81852	Complete	tig00000001	973689	973913	+	139.5	73
18838at81852	Complete	tig00000001	655104	653026	-	1431.6	689
18846at81852	Complete	tig00000001	446323	443681	-	1751.2	878
18857at81852	Complete	tig00000001	557213	555384	-	1323.7	608
18911at81852	Complete	tig00000001	1043709	1042762	-	557.9	313
18931at81852	Complete	tig00000001	539779	538733	-	487.0	334
18949at81852	Complete	tig00000001	987558	986869	-	470.7	228
18978at81852	Complete	tig00000001	1009753	1008854	-	527.5	295
19002at81852	Complete	tig00000001	2092957	2093829	+	475.2	283
19005at81852	Complete	tig00000001	441164	441577	+	184.7	133
19021at81852	Complete	tig00000001	1183359	1183090	-	158.0	88
19032at81852	Complete	tig00000001	136225	137391	+	675.6	379
19036at81852	Duplicated	tig00000001	2324799	2325818	+	651.6	336
19036at81852	Duplicated	tig00000001	2549029	2550054	+	631.0	336
19045at81852	Complete	tig00000001	2620921	2620646	-	146.5	90
19046at81852	Complete	tig00000001	169766	171121	+	926.7	451
19071at81852	Complete	tig00000001	2389158	2388946	-	135.1	70
19077at81852	Complete	tig00000001	1483360	1483983	+	432.0	207
19082at81852	Complete	tig00000001	252272	254881	+	1801.9	867
19097at81852	Complete	tig00000001	1424662	1426608	+	1390.4	647
19106at81852	Complete	tig00000001	1483983	1484273	+	186.5	94
19129at81852	Complete	tig00000001	2681815	2681111	-	410.3	234
19137at81852	Complete	tig00000001	225139	225525	+	183.6	125
19162at81852	Complete	tig00000001	976281	977246	+	694.3	321
19176at81852	Complete	tig00000001	2072962	2074233	+	813.6	419
19207at81852	Complete	tig00000001	2547202	2548140	+	573.4	307
19225at81852	Complete	tig00000001	507048	506005	-	718.9	347
19236at81852	Missing
19239at81852	Complete	tig00000001	2311469	2312005	+	242.1	167
19270at81852	Complete	tig00000001	1607975	1608325	+	196.9	115
19295at81852	Complete	tig00000001	1405019	1406290	+	857.8	423
19296at81852	Complete	tig00000001	88569	89558	+	653.7	329
19302at81852	Complete	tig00000001	2047640	2048713	+	689.9	356
19321at81852	Complete	tig00000001	1647991	1646906	-	612.6	358
19329at81852	Complete	tig00000001	2493460	2494497	+	601.2	345
19385at81852	Complete	tig00000001	155094	156029	+	626.9	309
19390at81852	Complete	tig00000001	2044912	2045997	+	748.0	359
19415at81852	Complete	tig00000001	1218154	1216781	-	855.2	455
19461at81852	Complete	tig00000001	498262	496907	-	814.0	443
19503at81852	Complete	tig00000001	2268527	2269600	+	761.6	357
19543at81852	Complete	tig00000001	1583966	1586092	+	1444.5	708
19579at81852	Complete	tig00000001	787741	787055	-	487.4	228
19581at81852	Complete	tig00000001	678807	677497	-	913.3	436
19602at81852	Complete	tig00000001	84381	85343	+	604.9	319
19604at81852	Complete	tig00000001	189856	191892	+	1243.6	666
19638at81852	Complete	tig00000001	2540168	2540845	+	405.7	222
19688at81852	Complete	tig00000001	1753963	1755219	+	716.5	414
19691at81852	Complete	tig00000001	127860	128801	+	534.1	311
19707at81852	Complete	tig00000001	961661	959826	-	1099.6	604
19718at81852	Complete	tig00000001	2531196	2532179	+	661.6	325
19722at81852	Complete	tig00000001	827945	826566	-	914.5	453
19735at81852	Complete	tig00000001	962370	961666	-	486.0	233
19755at81852	Complete	tig00000001	2112642	2113325	+	403.4	225
19779at81852	Complete	tig00000001	1242048	1240636	-	904.4	467
19800at81852	Complete	tig00000001	2583890	2586082	+	1269.9	728
19810at81852	Complete	tig00000001	833592	833152	-	267.9	146
19812at81852	Complete	tig00000001	1413303	1412590	-	417.9	238
19824at81852	Complete	tig00000001	958512	957643	-	316.7	268
19865at81852	Complete	tig00000001	2507312	2508067	+	360.0	247
19866at81852	Complete	tig00000001	699901	698792	-	777.6	365
19871at81852	Complete	tig00000001	1215542	1214973	-	263.3	180
19896at81852	Complete	tig00000001	672301	671093	-	639.3	396
19915at81852	Complete	tig00000001	2515864	2517270	+	1016.4	467
19922at81852	Complete	tig00000001	1206182	1205244	-	572.0	311
19923at81852	Complete	tig00000001	2511215	2511934	+	401.0	236
19935at81852	Complete	tig00000001	2238808	2239161	+	140.8	116
19936at81852	Complete	tig00000001	2536756	2537676	+	576.9	304
19946at81852	Complete	tig00000001	1515914	1516915	+	623.8	330
19956at81852	Complete	tig00000001	1410713	1409613	-	778.5	366
19995at81852	Complete	tig00000001	1928108	1928464	+	180.0	114
20009at81852	Complete	tig00000001	1004345	1001757	-	1361.7	790
20011at81852	Complete	tig00000001	1240251	1239391	-	456.5	247
20024at81852	Complete	tig00000001	1125427	1126932	+	719.7	484
20067at81852	Complete	tig00000001	192303	193775	+	982.4	488
20097at81852	Complete	tig00000001	637211	636285	-	572.1	307
20108at81852	Complete	tig00000001	2238680	2237658	-	587.3	341
20118at81852	Complete	tig00000001	2124818	2125192	+	234.6	124
20132at81852	Complete	tig00000001	1559266	1561911	+	1559.0	848
20133at81852	Complete	tig00000001	1531475	1533742	+	1259.6	749
20279at81852	Complete	tig00000001	208678	209844	+	695.5	376
20285at81852	Complete	tig00000001	2216656	2217480	+	523.3	274
20286at81852	Complete	tig00000001	2412257	2410323	-	1182.5	641
20300at81852	Complete	tig00000001	692002	691205	-	352.8	240
20307at81852	Complete	tig00000001	368898	369746	+	477.1	281
20313at81852	Complete	tig00000001	2146553	2147794	+	812.5	413
20319at81852	Complete	tig00000001	1232113	1231535	-	365.8	192
20320at81852	Complete	tig00000001	506000	503580	-	1417.0	801
20327at81852	Complete	tig00000001	496906	496388	-	264.9	169
20407at81852	Complete	tig00000001	1104574	1105431	+	477.5	282
20420at81852	Complete	tig00000001	657759	656899	-	516.0	281
20485at81852	Complete	tig00000001	2239173	2240339	+	639.0	382
20489at81852	Complete	tig00000001	1426628	1429099	+	1673.2	814
20514at81852	Complete	tig00000001	2524565	2523921	-	351.4	210
20538at81852	Complete	tig00000001	2145205	2146530	+	820.1	453
20547at81852	Complete	tig00000001	2046009	2046815	+	525.4	267
20553at81852	Complete	tig00000001	563762	562653	-	752.5	367
20593at81852	Complete	tig00000001	831796	830879	-	486.2	303
20594at81852	Complete	tig00000001	2518502	2519803	+	843.8	427
20605at81852	Complete	tig00000001	2687910	2688431	+	299.1	173
20613at81852	Complete	tig00000001	167689	168576	+	523.4	290
20629at81852	Complete	tig00000001	1410913	1410722	-	133.0	60
20658at81852	Complete	tig00000001	1922488	1921541	-	570.7	305
20676at81852	Complete	tig00000001	2586969	2587868	+	607.5	298
20683at81852	Complete	tig00000001	2021903	2022466	+	281.1	187
20691at81852	Complete	tig00000001	661457	660744	-	300.2	201
20701at81852	Complete	tig00000001	2142726	2143814	+	624.7	362
20707at81852	Complete	tig00000001	847819	846443	-	842.0	455
20724at81852	Complete	tig00000001	1411824	1410934	-	539.2	293
20752at81852	Complete	tig00000001	477427	478050	+	402.3	205
20791at81852	Complete	tig00000001	2092541	2092888	+	163.3	110
20805at81852	Complete	tig00000001	432845	431565	-	794.5	424
20830at81852	Complete	tig00000001	1423246	1423554	+	139.0	77
20853at81852	Complete	tig00000001	2548155	2548985	+	488.1	273
20890at81852	Complete	tig00000001	1124566	1122920	-	861.6	536
20917at81852	Complete	tig00000001	992772	992227	-	357.7	180
20918at81852	Complete	tig00000001	545745	545254	-	248.7	158
20994at81852	Complete	tig00000001	85361	85756	+	196.1	124
21004at81852	Complete	tig00000001	868724	868245	-	305.6	156
21018at81852	Complete	tig00000001	182168	182920	+	392.9	248
21032at81852	Complete	tig00000001	109718	110518	+	435.3	261
21046at81852	Complete	tig00000001	988084	987662	-	300.0	140
21057at81852	Complete	tig00000001	2121975	2122964	+	638.3	327
21088at81852	Complete	tig00000001	82888	83430	+	255.3	176
21113at81852	Complete	tig00000001	986459	985956	-	321.5	166
21115at81852	Complete	tig00000001	2090407	2090736	+	202.4	109
21129at81852	Complete	tig00000001	511489	507767	-	1757.7	1200
21133at81852	Complete	tig00000001	176639	177928	+	790.1	426
21142at81852	Complete	tig00000001	2141339	2142700	+	795.4	451
21158at81852	Complete	tig00000001	1487470	1487838	+	263.5	122
21159at81852	Complete	tig00000001	1497547	1498416	+	551.0	285
21206at81852	Complete	tig00000001	137625	138668	+	556.0	342
21252at81852	Complete	tig00000001	1236531	1235263	-	652.1	415
21260at81852	Complete	tig00000001	2542978	2544546	+	716.6	502
21264at81852	Complete	tig00000001	1104363	1102192	-	1242.6	714
21313at81852	Complete	tig00000001	870035	868860	-	603.6	362
21319at81852	Complete	tig00000001	693812	693345	-	272.3	148
21337at81852	Complete	tig00000001	2580210	2580656	+	260.8	147
21370at81852	Complete	tig00000001	2294486	2295427	+	635.1	312
21389at81852	Complete	tig00000001	1470792	1471748	+	597.9	316
21401at81852	Complete	tig00000001	789704	789525	-	137.4	57
21402at81852	Complete	tig00000001	1177554	1176667	-	533.6	291
21416at81852	Complete	tig00000001	787058	785553	-	814.2	486
21467at81852	Complete	tig00000001	459201	458782	-	187.4	127
21482at81852	Complete	tig00000001	126933	127856	+	524.2	304
21484at81852	Complete	tig00000001	241506	241997	+	311.0	154
21546at81852	Complete	tig00000001	867349	866282	-	561.3	354
21562at81852	Complete	tig00000001	108157	108714	+	340.3	183
21606at81852	Complete	tig00000001	2582895	2583866	+	582.1	305
21639at81852	Complete	tig00000001	645316	643271	-	1386.0	654
21643at81852	Complete	tig00000001	2116964	2117272	+	205.4	102
21685at81852	Complete	tig00000001	1432580	1433032	+	267.8	148
21707at81852	Complete	tig00000001	2127476	2127925	+	230.0	145
21720at81852	Complete	tig00000001	1027998	1026877	-	557.3	367
21784at81852	Complete	tig00000001	2086984	2088729	+	884.8	528
21800at81852	Complete	tig00000001	2117299	2117643	+	174.8	110
21803at81852	Complete	tig00000001	2620086	2619136	-	510.5	305
21805at81852	Complete	tig00000001	823089	822778	-	175.9	101
21833at81852	Complete	tig00000001	1052631	1051624	-	528.2	330
21972at81852	Complete	tig00000001	2537676	2538560	+	555.3	293
21977at81852	Complete	tig00000001	1530291	1531289	+	656.2	337
22018at81852	Complete	tig00000001	138762	139325	+	277.6	183
22027at81852	Complete	tig00000001	182917	183831	+	526.7	303
22092at81852	Complete	tig00000001	2465530	2466792	+	605.7	414
22097at81852	Complete	tig00000001	1179882	1177771	-	1388.0	677
22102at81852	Missing
22107at81852	Complete	tig00000001	342347	344113	+	984.3	578
22122at81852	Complete	tig00000001	210965	212260	+	711.1	421
22126at81852	Complete	tig00000001	482934	482146	-	428.2	260
22146at81852	Missing
22162at81852	Complete	tig00000001	1193360	1192854	-	274.7	163
22167at81852	Complete	tig00000001	1486933	1487121	+	139.6	62
22172at81852	Complete	tig00000001	2285637	2288084	+	1370.8	799
22180at81852	Complete	tig00000001	1153929	1154495	+	306.0	187
22208at81852	Complete	tig00000001	1042761	1041997	-	403.2	249
