IBPFAHIO_00022	565664.EFXG_04088	0.0	972.0	COG3039@1|root,COG3039@2|Bacteria,1TPFS@1239|Firmicutes,4H9V9@91061|Bacilli,4B02G@81852|Enterococcaceae	91061|Bacilli	L	Transposase DDE domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
IBPFAHIO_00929	565664.EFXG_01755	5.45e-26	95.5	2DJT8@1|root,30795@2|Bacteria,1U19D@1239|Firmicutes,4IARH@91061|Bacilli,4B5TJ@81852|Enterococcaceae	91061|Bacilli	S	Phage uncharacterised protein (Phage_XkdX)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_XkdX
IBPFAHIO_00931	768486.EHR_09635	6.25e-169	508.0	2DXCM@1|root,344FD@2|Bacteria,1VYZA@1239|Firmicutes,4IU4Z@91061|Bacilli,4B3AI@81852|Enterococcaceae	91061|Bacilli	S	Domain of unknown function (DUF2479)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2479
IBPFAHIO_00932	565664.EFXG_01758	7.21e-192	531.0	29K6W@1|root,3074A@2|Bacteria,1U107@1239|Firmicutes,4IAGH@91061|Bacilli,4B5HR@81852|Enterococcaceae	565664.EFXG_01758|-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_00933	565664.EFXG_04092	0.0	1186.0	2F858@1|root,340IJ@2|Bacteria,1VXBV@1239|Firmicutes,4HXFS@91061|Bacilli,4B1VE@81852|Enterococcaceae	91061|Bacilli	S	Domain of unknown function (DUF2479)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2479,Metallophos
IBPFAHIO_00960	565664.EFXG_03974	5.72e-90	264.0	2DCNS@1|root,2ZESF@2|Bacteria,1W51N@1239|Firmicutes,4I1NU@91061|Bacilli,4B2EX@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_00961	565664.EFXG_02845	1.36e-65	199.0	2C2G0@1|root,306CX@2|Bacteria,1TZJR@1239|Firmicutes,4I8UP@91061|Bacilli,4B397@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_00962	768486.EHR_00710	7.41e-21	92.0	2DS9F@1|root,33F4A@2|Bacteria,1VMJG@1239|Firmicutes,4IED9@91061|Bacilli,4B47M@81852|Enterococcaceae	91061|Bacilli	S	Protein of unknown function (DUF1642)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1642
IBPFAHIO_01006	1211817.CCAT010000001_gene209	3.18e-136	390.0	COG2826@1|root,COG2826@2|Bacteria,1TRSF@1239|Firmicutes,248IJ@186801|Clostridia	186801|Clostridia	L	PFAM Integrase catalytic region	-	-	-	-	-	-	-	-	-	-	-	-	HTH_38,rve
IBPFAHIO_01057	565664.EFXG_04060	0.0	863.0	COG3464@1|root,COG3464@2|Bacteria,1TQ93@1239|Firmicutes,4HC0Q@91061|Bacilli,4AZJH@81852|Enterococcaceae	91061|Bacilli	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_ISL3,HTH_Tnp_ISL3,zf-ISL3
IBPFAHIO_01199	565664.EFXG_04040	3.81e-312	850.0	COG3464@1|root,COG3464@2|Bacteria,1TQ93@1239|Firmicutes,4HC0Q@91061|Bacilli,4AZW0@81852|Enterococcaceae	91061|Bacilli	L	InterPro IPR002560 Transposase, IS204 IS1001 IS1096 IS1165	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_ISL3,HTH_Tnp_ISL3,zf-ISL3
IBPFAHIO_01309	565664.EFXG_04062	0.0	1234.0	COG3344@1|root,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,4HC0U@91061|Bacilli,4B6FX@81852|Enterococcaceae	91061|Bacilli	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	HNH,RVT_1
IBPFAHIO_01318	565664.EFXG_04080	0.0	1258.0	COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,4HDZ9@91061|Bacilli,4B6FY@81852|Enterococcaceae	91061|Bacilli	LV	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	2.7.7.49	ko:K00986	-	-	-	-	ko00000,ko01000	-	-	-	GIIM,RVT_1,RVT_N
IBPFAHIO_02165	565664.EFXG_03978	1.19e-158	444.0	2B9XI@1|root,323AV@2|Bacteria,1V7VV@1239|Firmicutes,4HK2T@91061|Bacilli,4AZZX@81852|Enterococcaceae	91061|Bacilli	S	Protein of unknown function (DUF1071)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1071
IBPFAHIO_02176	768486.EHR_00710	7.41e-21	92.0	2DS9F@1|root,33F4A@2|Bacteria,1VMJG@1239|Firmicutes,4IED9@91061|Bacilli,4B47M@81852|Enterococcaceae	91061|Bacilli	S	Protein of unknown function (DUF1642)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1642
IBPFAHIO_02177	565664.EFXG_02845	1.36e-65	199.0	2C2G0@1|root,306CX@2|Bacteria,1TZJR@1239|Firmicutes,4I8UP@91061|Bacilli,4B397@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_02178	565664.EFXG_03974	5.72e-90	264.0	2DCNS@1|root,2ZESF@2|Bacteria,1W51N@1239|Firmicutes,4I1NU@91061|Bacilli,4B2EX@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_02202	565664.EFXG_01755	5.45e-26	95.5	2DJT8@1|root,30795@2|Bacteria,1U19D@1239|Firmicutes,4IARH@91061|Bacilli,4B5TJ@81852|Enterococcaceae	91061|Bacilli	S	Phage uncharacterised protein (Phage_XkdX)	-	-	-	-	-	-	-	-	-	-	-	-	Phage_XkdX
IBPFAHIO_02203	565664.EFXG_03971	7.03e-45	147.0	2EFPR@1|root,339FR@2|Bacteria,1VHDR@1239|Firmicutes,4HQZ1@91061|Bacilli,4B3N5@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_02204	565664.EFXG_04101	2.02e-47	151.0	2EK5K@1|root,33DW0@2|Bacteria,1VKGK@1239|Firmicutes,4HRYF@91061|Bacilli,4B4AI@81852|Enterococcaceae	91061|Bacilli	S	Putative phage holin Dp-1	-	-	-	-	-	-	-	-	-	-	-	-	Phage_holin_Dp1
IBPFAHIO_02205	565664.EFXG_04102	3.41e-117	343.0	COG5632@1|root,COG5632@2|Bacteria,1V5W9@1239|Firmicutes,4HH85@91061|Bacilli,4B0V0@81852|Enterococcaceae	91061|Bacilli	M	Ami_2	-	-	3.5.1.28	ko:K01447	-	-	R04112	RC00064,RC00141	ko00000,ko01000	-	-	-	Amidase_2,Glucosaminidase,SH3_5
IBPFAHIO_02206	565664.EFXG_04102	2.15e-116	339.0	COG5632@1|root,COG5632@2|Bacteria,1V5W9@1239|Firmicutes,4HH85@91061|Bacilli,4B0V0@81852|Enterococcaceae	91061|Bacilli	M	Ami_2	-	-	3.5.1.28	ko:K01447	-	-	R04112	RC00064,RC00141	ko00000,ko01000	-	-	-	Amidase_2,Glucosaminidase,SH3_5
IBPFAHIO_02208	1158604.I591_02227	1.74e-58	181.0	COG2963@1|root,COG2963@2|Bacteria,1V9ZX@1239|Firmicutes,4HKN9@91061|Bacilli,4B301@81852|Enterococcaceae	91061|Bacilli	L	Transposase	-	-	-	ko:K07483	-	-	-	-	ko00000	-	-	-	HTH_Tnp_1
IBPFAHIO_02209	565664.EFXG_02507	3.58e-201	556.0	COG2801@1|root,COG2801@2|Bacteria,1TPEH@1239|Firmicutes,4HCHG@91061|Bacilli,4B04U@81852|Enterococcaceae	91061|Bacilli	L	Integrase core domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_21,rve,rve_3
IBPFAHIO_02210	565664.EFXG_04013	6.28e-116	332.0	COG2963@1|root,COG2963@2|Bacteria,1V09A@1239|Firmicutes,4HHDE@91061|Bacilli,4B29R@81852|Enterococcaceae	91061|Bacilli	L	Helix-turn-helix domain	-	-	-	ko:K07483	-	-	-	-	ko00000	-	-	-	HTH_28
IBPFAHIO_02688	565664.EFXG_04062	0.0	1234.0	COG3344@1|root,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,4HC0U@91061|Bacilli,4B6FX@81852|Enterococcaceae	91061|Bacilli	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	HNH,RVT_1
IBPFAHIO_02694	565664.EFXG_04080	0.0	1258.0	COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,4HDZ9@91061|Bacilli,4B6FY@81852|Enterococcaceae	91061|Bacilli	LV	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	2.7.7.49	ko:K00986	-	-	-	-	ko00000,ko01000	-	-	-	GIIM,RVT_1,RVT_N
IBPFAHIO_02725	565664.EFXG_04066	1.14e-84	249.0	COG3436@1|root,COG3436@2|Bacteria,1V7U9@1239|Firmicutes,4HIJB@91061|Bacilli,4B6KB@81852|Enterococcaceae	91061|Bacilli	L	IS66 Orf2 like protein	-	-	-	ko:K07484	-	-	-	-	ko00000	-	-	-	TnpB_IS66
IBPFAHIO_02746	565664.EFXG_04040	3.81e-312	850.0	COG3464@1|root,COG3464@2|Bacteria,1TQ93@1239|Firmicutes,4HC0Q@91061|Bacilli,4AZW0@81852|Enterococcaceae	91061|Bacilli	L	InterPro IPR002560 Transposase, IS204 IS1001 IS1096 IS1165	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_ISL3,HTH_Tnp_ISL3,zf-ISL3
IBPFAHIO_02862	565664.EFXG_04041	3.13e-292	798.0	COG3547@1|root,COG3547@2|Bacteria,1TRSB@1239|Firmicutes,4HDPK@91061|Bacilli,4B1RH@81852|Enterococcaceae	91061|Bacilli	L	Transposase IS116/IS110/IS902 family	-	-	-	-	-	-	-	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
IBPFAHIO_02925	1140001.I571_02866	1.07e-130	372.0	2BMY8@1|root,32GI0@2|Bacteria,1U09T@1239|Firmicutes,4I9KW@91061|Bacilli,4B4FA@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_02953	1140001.I571_02852	3.32e-14	71.6	COG4227@1|root,COG4227@2|Bacteria,1TQN4@1239|Firmicutes,4IUW3@91061|Bacilli,4B3Q0@81852|Enterococcaceae	91061|Bacilli	L	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_02988	565664.EFXG_04041	3.13e-292	798.0	COG3547@1|root,COG3547@2|Bacteria,1TRSB@1239|Firmicutes,4HDPK@91061|Bacilli,4B1RH@81852|Enterococcaceae	91061|Bacilli	L	Transposase IS116/IS110/IS902 family	-	-	-	-	-	-	-	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
IBPFAHIO_03001	1140001.I571_02863	1.75e-93	284.0	COG4926@1|root,COG4926@2|Bacteria,1VTTX@1239|Firmicutes,4HV1A@91061|Bacilli,4B25M@81852|Enterococcaceae	91061|Bacilli	NU	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	-	-	-	-	-	-	-	-	-	-	-	-	CHAP,Glucosaminidase,Peptidase_M23
IBPFAHIO_03002	1140001.I571_02864	2.2e-62	207.0	COG0433@1|root,COG0433@2|Bacteria,1W186@1239|Firmicutes,4HA4T@91061|Bacilli,4B1D3@81852|Enterococcaceae	91061|Bacilli	S	AAA-like domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF87
IBPFAHIO_03003	1140001.I571_02864	1.44e-17	82.4	COG0433@1|root,COG0433@2|Bacteria,1W186@1239|Firmicutes,4HA4T@91061|Bacilli,4B1D3@81852|Enterococcaceae	91061|Bacilli	S	AAA-like domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF87
IBPFAHIO_03004	1140001.I571_02864	1.12e-53	185.0	COG0433@1|root,COG0433@2|Bacteria,1W186@1239|Firmicutes,4HA4T@91061|Bacilli,4B1D3@81852|Enterococcaceae	91061|Bacilli	S	AAA-like domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF87
IBPFAHIO_03005	1140001.I571_02864	5.75e-13	67.8	COG0433@1|root,COG0433@2|Bacteria,1W186@1239|Firmicutes,4HA4T@91061|Bacilli,4B1D3@81852|Enterococcaceae	91061|Bacilli	S	AAA-like domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF87
IBPFAHIO_03006	1140001.I571_02864	2.42e-89	281.0	COG0433@1|root,COG0433@2|Bacteria,1W186@1239|Firmicutes,4HA4T@91061|Bacilli,4B1D3@81852|Enterococcaceae	91061|Bacilli	S	AAA-like domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF87
IBPFAHIO_03008	1140001.I571_02866	1.68e-34	122.0	2BMY8@1|root,32GI0@2|Bacteria,1U09T@1239|Firmicutes,4I9KW@91061|Bacilli,4B4FA@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03009	1140001.I571_02866	4.15e-65	202.0	2BMY8@1|root,32GI0@2|Bacteria,1U09T@1239|Firmicutes,4I9KW@91061|Bacilli,4B4FA@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03011	1140001.I571_02868	8.32e-27	109.0	COG4487@1|root,COG4487@2|Bacteria,1UIMK@1239|Firmicutes,4ISNK@91061|Bacilli,4AZRW@81852|Enterococcaceae	91061|Bacilli	I	mechanosensitive ion channel activity	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03012	1140001.I571_02868	6.04e-33	126.0	COG4487@1|root,COG4487@2|Bacteria,1UIMK@1239|Firmicutes,4ISNK@91061|Bacilli,4AZRW@81852|Enterococcaceae	91061|Bacilli	I	mechanosensitive ion channel activity	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03013	1158604.I591_02886	5.74e-29	114.0	COG1959@1|root,COG1959@2|Bacteria,1UBUD@1239|Firmicutes,4HB0A@91061|Bacilli,4AZJY@81852|Enterococcaceae	91061|Bacilli	K	Primase C terminal 1 (PriCT-1)	-	-	-	-	-	-	-	-	-	-	-	-	PriCT_1
IBPFAHIO_03015	1158604.I591_02886	9.95e-207	580.0	COG1959@1|root,COG1959@2|Bacteria,1UBUD@1239|Firmicutes,4HB0A@91061|Bacilli,4AZJY@81852|Enterococcaceae	91061|Bacilli	K	Primase C terminal 1 (PriCT-1)	-	-	-	-	-	-	-	-	-	-	-	-	PriCT_1
IBPFAHIO_03016	1158604.I591_02887	7.02e-59	182.0	2FGZU@1|root,348UX@2|Bacteria,1W01W@1239|Firmicutes,4HYUK@91061|Bacilli,4B3SW@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03017	272626.pli0043	4e-163	456.0	COG3316@1|root,COG3316@2|Bacteria,1TTKR@1239|Firmicutes,4HCB4@91061|Bacilli,26M8I@186820|Listeriaceae	91061|Bacilli	L	Transposase IS66 family	-	-	-	ko:K07498	-	-	-	-	ko00000	-	-	-	DDE_Tnp_IS240
IBPFAHIO_03020	1461580.CCAS010000079_gene4234	8.08e-189	529.0	COG1052@1|root,COG1052@2|Bacteria,1TSZ6@1239|Firmicutes,4HH0S@91061|Bacilli,1ZHDC@1386|Bacillus	91061|Bacilli	CH	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	ldhA	-	1.1.1.28	ko:K03778,ko:K18347	ko00620,ko01120,ko01502,ko02020,map00620,map01120,map01502,map02020	M00651	R00704	RC00044	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	2-Hacid_dh,2-Hacid_dh_C
IBPFAHIO_03021	1461580.CCAS010000079_gene4235	2.11e-228	631.0	COG1181@1|root,COG1181@2|Bacteria,1TP2Y@1239|Firmicutes,4H9KB@91061|Bacilli,1ZDA3@1386|Bacillus	91061|Bacilli	F	Belongs to the D-alanine--D-alanine ligase family	vanB	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	6.1.2.1,6.3.2.35	ko:K15739,ko:K18856	ko01502,ko02020,map01502,map02020	M00651,M00652	R09588	RC00037,RC00094	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Dala_Dala_lig_C,Dala_Dala_lig_N
IBPFAHIO_03044	272626.pli0043	4e-163	456.0	COG3316@1|root,COG3316@2|Bacteria,1TTKR@1239|Firmicutes,4HCB4@91061|Bacilli,26M8I@186820|Listeriaceae	91061|Bacilli	L	Transposase IS66 family	-	-	-	ko:K07498	-	-	-	-	ko00000	-	-	-	DDE_Tnp_IS240
IBPFAHIO_03051	272626.pli0043	4e-163	456.0	COG3316@1|root,COG3316@2|Bacteria,1TTKR@1239|Firmicutes,4HCB4@91061|Bacilli,26M8I@186820|Listeriaceae	91061|Bacilli	L	Transposase IS66 family	-	-	-	ko:K07498	-	-	-	-	ko00000	-	-	-	DDE_Tnp_IS240
IBPFAHIO_03056	1158604.I591_02887	7.02e-59	182.0	2FGZU@1|root,348UX@2|Bacteria,1W01W@1239|Firmicutes,4HYUK@91061|Bacilli,4B3SW@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03057	272626.pli0043	4e-163	456.0	COG3316@1|root,COG3316@2|Bacteria,1TTKR@1239|Firmicutes,4HCB4@91061|Bacilli,26M8I@186820|Listeriaceae	91061|Bacilli	L	Transposase IS66 family	-	-	-	ko:K07498	-	-	-	-	ko00000	-	-	-	DDE_Tnp_IS240
IBPFAHIO_03062	1140001.I571_02862	3.11e-12	64.3	29MAR@1|root,3088H@2|Bacteria,1U30A@1239|Firmicutes,4ICPP@91061|Bacilli,4B5CI@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03063	1140001.I571_02863	5.16e-88	268.0	COG4926@1|root,COG4926@2|Bacteria,1VTTX@1239|Firmicutes,4HV1A@91061|Bacilli,4B25M@81852|Enterococcaceae	91061|Bacilli	NU	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	-	-	-	-	-	-	-	-	-	-	-	-	CHAP,Glucosaminidase,Peptidase_M23
IBPFAHIO_03064	1140001.I571_02863	6.37e-120	351.0	COG4926@1|root,COG4926@2|Bacteria,1VTTX@1239|Firmicutes,4HV1A@91061|Bacilli,4B25M@81852|Enterococcaceae	91061|Bacilli	NU	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	-	-	-	-	-	-	-	-	-	-	-	-	CHAP,Glucosaminidase,Peptidase_M23
IBPFAHIO_03065	1140001.I571_02863	7.19e-09	58.5	COG4926@1|root,COG4926@2|Bacteria,1VTTX@1239|Firmicutes,4HV1A@91061|Bacilli,4B25M@81852|Enterococcaceae	91061|Bacilli	NU	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	-	-	-	-	-	-	-	-	-	-	-	-	CHAP,Glucosaminidase,Peptidase_M23
IBPFAHIO_03066	1140001.I571_02864	0.0	1328.0	COG0433@1|root,COG0433@2|Bacteria,1W186@1239|Firmicutes,4HA4T@91061|Bacilli,4B1D3@81852|Enterococcaceae	91061|Bacilli	S	AAA-like domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF87
IBPFAHIO_03068	1140001.I571_02866	1.07e-130	372.0	2BMY8@1|root,32GI0@2|Bacteria,1U09T@1239|Firmicutes,4I9KW@91061|Bacilli,4B4FA@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03072	666686.B1NLA3E_20200	1.97e-34	132.0	COG3344@1|root,COG3344@2|Bacteria,1TP9A@1239|Firmicutes,4H9NW@91061|Bacilli,1ZCU1@1386|Bacillus	91061|Bacilli	L	RNA-directed DNA polymerase (reverse transcriptase)	-	-	-	-	-	-	-	-	-	-	-	-	HNH,RVT_1
IBPFAHIO_03080	565664.EFXG_02779	1.35e-44	155.0	2DP1C@1|root,3304N@2|Bacteria,1VHQA@1239|Firmicutes,4HPY6@91061|Bacilli,4B2D8@81852|Enterococcaceae	91061|Bacilli	S	Replication initiator protein A (RepA) N-terminus	repA	-	-	-	-	-	-	-	-	-	-	-	RepA_N
IBPFAHIO_03084	565664.EFXG_02766	2.68e-159	447.0	29K5J@1|root,3072Z@2|Bacteria,1U0XR@1239|Firmicutes,4IADW@91061|Bacilli,4B5ES@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03086	565664.EFXG_02768	1.87e-32	112.0	29K5F@1|root,3072V@2|Bacteria,1U0XH@1239|Firmicutes,4IADP@91061|Bacilli,4B5EJ@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03089	565664.EFXG_02771	1.15e-46	159.0	29JZJ@1|root,306WU@2|Bacteria,1U0IC@1239|Firmicutes,4I9WY@91061|Bacilli,4B4TN@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03101	565664.EFXG_02766	2.68e-159	447.0	29K5J@1|root,3072Z@2|Bacteria,1U0XR@1239|Firmicutes,4IADW@91061|Bacilli,4B5ES@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03103	565664.EFXG_02768	1.87e-32	112.0	29K5F@1|root,3072V@2|Bacteria,1U0XH@1239|Firmicutes,4IADP@91061|Bacilli,4B5EJ@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03108	1140001.I571_03085	1.91e-74	224.0	2E4NU@1|root,32ZHN@2|Bacteria,1VF06@1239|Firmicutes,4HPMK@91061|Bacilli,4B5CJ@81852|Enterococcaceae	91061|Bacilli	S	Bacterial mobilisation protein (MobC)	-	-	-	-	-	-	-	-	-	-	-	-	MobC
IBPFAHIO_03112	1140001.I571_03088	7.73e-175	487.0	COG5527@1|root,COG5527@2|Bacteria,1V8VU@1239|Firmicutes,4HWIQ@91061|Bacilli,4B3GS@81852|Enterococcaceae	91061|Bacilli	L	Initiator Replication protein	-	-	-	-	-	-	-	-	-	-	-	-	Rep_3
IBPFAHIO_03113	1140001.I571_03089	1.53e-105	306.0	2EYZI@1|root,33S67@2|Bacteria,1VTQ1@1239|Firmicutes,4HV7P@91061|Bacilli,4B43B@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03114	1140001.I571_03090	5.12e-31	108.0	29MDA@1|root,308B3@2|Bacteria,1U35F@1239|Firmicutes,4ICWI@91061|Bacilli,4B5K0@81852|Enterococcaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IBPFAHIO_03123	1140001.I571_03088	7.73e-175	487.0	COG5527@1|root,COG5527@2|Bacteria,1V8VU@1239|Firmicutes,4HWIQ@91061|Bacilli,4B3GS@81852|Enterococcaceae	91061|Bacilli	L	Initiator Replication protein	-	-	-	-	-	-	-	-	-	-	-	-	Rep_3
